text,label,text_clean
"restoran ini juga terletak di tempat stategis yaitu jalan dago . tepat nya di sebelah hotel holiday inn . sesuai judul nya , restoran ini menyediakan berbagai menu masakan aceh . favorit saya adalah mi aceh . harga standar tapi tidak terlalu mahal . jangan lupa coba roti canai nya",positive,restoran terletak tempat stategis jalan dago tepat sebelah hotel holiday inn sesuai judul restoran menyediakan berbagai menu masakan aceh favorit mi aceh harga standar tapi tidak terlalu mahal jangan lupa coba roti canai
bihun goreng nya enak . bisa minta tidak banyak minyak . makanan di sini mengandung babi jadi tidak halal . es teh tawar porsi nya besar dan memuaskan .,positive,bihun goreng enak bisa meminta tidak banyak minyak makanan sini mengandung babi jadi tidak halal es teh tawar porsi besar memuaskan
lokasi tes tidak jelas . ditelepon tidak diangkat . di email cuma auto reply . tidak rekomendasi . aku baru sadar something adalah wong pas mampir ke kantor nya dan mereka cerita bahwa pernah held tes di hotel dan ruang sebelah ada kondangan . they told that without remorse,negative,lokasi tes tidak jelas ditelepon tidak diangkat email cuma auto reply tidak rekomendasi aku baru sadar something orang pas mampir kantor cerita pernah held tes hotel ruang sebelah kondangan they told that tanpa remorse
"sate kambing dan gulai kambing nya maknyus , penyajian makannan nya juga sangat cepat . tempat nya cukup bersih",positive,sate kambing gulai kambing maknyus penyajian makannan sangat cepat tempat cukup bersih
"yue ke hotel yang di mongkok hongkong , tidak ada ! bulan juni lalu , saya booked dan sudah bayar untuk 2 kamar . tapi hotel tidak ditemukan",negative,yue hotel mongkok hongkong tidak bulan juni lalu booked bayar kamar tapi hotel tidak ditemukan
"poach salmon nya enak , pelayanan nya enak , scenery nya mantap . tank to amanda dan worth it banget deh . pasti kembali lagi",positive,poach salmon enak pelayanan enak scenery mantap tank to amanda oi h it banget deh pasti
orang cina makanan legendaris sudah lama banget nih orang cina makanan satu ini semuanya enak yang tidak enak cuma parkir nya saja aujubila susah nya parkir harus di seberang karena depan resto trotoar . jadi harus sabar sekali-sekali . sedih deh .,negative,orang cina makanan legendaris lama banget orang cina makanan satu semuanya enak tidak enak cuma parkir aujubila susah parkir harus seberang depan resto trotoar jadi harus sabar sekali sekali sedih deh
makan di restoran pizza ini paling enak jika bersama teman . menikmati paket sensasi delight yang harga nya sangat terjangkau oleh semua kalangan .,positive,makan restoran pizza paling enak bersama teman menikmati paket sensasi delight harga sangat terjangkau semua kalangan
"hasil quick count pilgub kaltim 2018 , isran - hadi unggul",neutral,hasil quick count pilihan gubernur kalimantan timur isran hadi unggul
kenapa kamu jerat buni yani undang-undang ite ? padahal jelas-jelas itu video berasal dari youtube yang diunggah oleh pemprov itu sendiri . harus nya yang kena undang-undang ite itu pemprov bukan buni yani . ya kan ?,negative,kamu jerat buni yani undang undang informasi transaksi elektronik padahal jelas jelas video berasal youtube diunggah pemerintah provinsi sendiri harus kena undang undang informasi transaksi elektronik pemerintah provinsi bukan buni yani kan
"paket gim benar-benar mantap ! yang megah harus makan di sini , dijamin makin keren ! bravo !",positive,paket gim benar benar mantap megah harus makan sini dijamin makin keren bravo
"di dekat gubernuran , tidak jauh dari jembatan penyebrangan , ada gang yang di dalam nya terdapat makanan yang sudah ada sejak zaman ibu saya . rasa kuah lontong kari kental dan agak manis , cocok ditambahkan acar yang ada di meja . porsi nya mengenyangkan",positive,dekat gubernuran tidak jauh jembatan penyebrangan gang terdapat makanan sejak zaman ibu rasa kuah lontong kari kental agak manis cocok ditambahkan acar meja porsi mengenyangkan
"berada di tengah tengah jalan braga , tempat nya lumayan enak untuk nongkrong , ada live musik , makanan nya pun lumayan .",positive,berada tengah tengah jalan braga tempat lumayan enak nongkrong live musik makanan lumayan
"sebagai pengguna setia produk mereka , kecewa banget sama pelayanan pusat servis asus yang tidak jujur dan menyepelekan pendapat pelanggan .",negative,pengguna setia produk kecewa banget sama pelayanan pusat servis asus tidak jujur menyepelekan pendapat pelanggan
"tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hut . posisi pizza di tempat ini sangat nyaman inside mal atau outside mal berhadapan langsung dengan jalan merdeka anda bisa memanjakan mata sekadar melihat rutinitas orang-orang di sekeliling , letak sangat strategis dapat di lalu dengan angkutan umum .",positive,tempat makan pasta tidak asing apa kalau bukan pizza hari ulang tahun posisi pizza tempat sangat nyaman inside mal outside mal berhadapan langsung jalan merdeka bisa memanjakan mata sekadar melihat rutinitas orang orang sekeliling letak sangat strategis dapat lalu angkutan umum
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",positive,tempat makan nengusung konsep to alam makan saung sepanjang jalan menuju saung disuguhi pemandangan indah suasana makan cukup nyaman pelayanan cepat rasanya enggan pulang harga relatif standa tidak mahal sekelas rasa makanan sebenarnya standa pasti suasana mantap
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",positive,memberi cabai tidak pelit masak cepat banget rasanya enak cuma kurang sayuran tapi enak
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative,tadinya penasaran tempat tempat banyak sekali foto foto kunjungan a is tempat tapi pas pesan makanan unggulan tempat rasa tidak setinggi pemikiran biasa keras jadi aneh tempat bisa sebegitu terkenal
"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",negative,kang jalan muararajeun baru baru sebulanan dibenarkan rusak mengerjakan sepe i tidak serius
jangan pernah kecewa dengan apa yang diberikan oleh tuhan,positive,jangan pernah kecewa apa diberikan tuhan
"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",positive,masakan jepang suka tidak tapi menu masakan satu karubi pas lidah keluarga tempat menyediakan tempat bermain anak anak harga makan resto agak tinggi tapi enak sekali masakan
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,tempat biasa tidak istimewa bahkan tempat menjadi sedikit nilai minus penilaian kali parkir tidak terlalu luas se a dekorasi ruang makan biasa tapi kalau bicara soal makanan urusan red dipo punya banyak nilai plus makanan bervariasi rasa atas rata rata
"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",positive,makan kaki kambing paha empuk lumayam besar ukuran medium pas satu orang makan tanpa nasi es lemon tea segar kekurangan hanya tempat berasap wajar kan namanyanjg kambing bakar
bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,positive,bukti sunda memang gudang mode makanan tidak dapat dijelaskan bagaimana enak bakmi parahiyangan pokok pasti ketagihan
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,positive,sebenarnya barang kw banyak bagus kualitas seringkali ternyata pas lihat eh ternyata barang memang bagus bahan
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",negative,melihat kader demokrat ribut pak hnw partai keadilan sejahtera hanya demiz tidak jadi dicalonkan jijik baca
"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",positive,makan sini kebetulan libur panjang kemerdekaan agustus diperlukan waktu menit lebih antre sistem pesan terlebih reservasi tidak diizinkan padahal dapat menghemat waktu tempat salat berada depan pintu masuk permainan seni dimainkan sangat berdekatan musola sangat menganggu ibadah satu paling menakjubkan suasana alam menyatu
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",negative,tak usah menonton film bahasa jawa semua tidak menge i tidak punya teks jelek film tindak pantas tayang layar besar
cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,positive,cha cha makanan ringan terenak tepat buat menemani waktu tugas
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",negative,monyet bawah nama anonim pengecut pakai simbol bisa cuma mengatakan orang memang hidup situ benar anjing nama tidak berani sebut malu mending apa takut
kami sudah bosan dengan janji-janji kalian,negative,bosan janji janji kalian
"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",positive,tempat cocok relax keluarga pelayanan bagus makanan enak pemandangan pemandangan mantap
fadli zon anjing kau . tidak usah kau sok polos .,negative,fadli zon anjing kamu tidak usah kamu sok polos
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,positive,paling enak sini tuna mayo pizza pinggir pakai cheesy bites harga cukup murah pelayanan cukup baik tempat strategis
sulit sekali mengerti orang yang merasa selalu benar,negative,sulit sekali menge i orang merasa selalu benar
"bagaimana tidak romantis , udara dingin , suasana yang tenang dengan makanan yang lezat sambil menikmati keindahan kota bandung . sangat romantis sekali",positive,bagaimana tidak romantis udara dingin suasana tenang makanan lezat menikmati keindahan kota bandung sangat romantis sekali
nanda mulai bekerja di dhl indonesia bulan depan,neutral,nanda mulai bekerja dhl indonesia bulan depan
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,negative,omongan pak anies suka kebalikkan kalau percaya terus menerus bisa gila
"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",positive,datang pasangan liburan tempat sangat asri sejuk pemandangan sangat menarik makanan tidak terlalu mahal menggugah selera
"rasa enak banget ! wajib dicoba buat pecinta ayam bakar . harga pun sepadan . lebih enak kalau makan bareng-bareng sama keluarga tercinta , tempat makan nya enak .",positive,rasa enak banget wajib dicoba buat pencinta ayam bakar harga sepadan lebih enak kalau makan bareng bareng sama keluarga tercinta tempat makan enak
"rakyat mah tidak panik sudah biasa hampir 4 tahun belakangan ini di kibulin terus , istana itu yang panik segala jurus tipu sudah dikeluarkan tetapi tidak mempan rakyat nya dah pada pinter , kecuali penghuni kolam butek yang masih senang diumpankan tipu tipu hap hap hap",negative,rakyat tidak panik biasa hampir tahun belakangan kibuli terus istana panik segala jurus tipu dikeluarkan tidak mempan rakyat pintar penghuni kolam butek senang diumpankan tipu tipu hap hap hap
"alhamdulillah , warga perbatasan bisa merasakan buah dari pembangunan . kita yang sudah lama menikmati mereka menunggu 72 tahun setelah merdeka dan sekarang 73 tahun merasakan nya . terima kasih pak jokowi , dari awal saya memang tidak pernah benci pak jokowi , justru saya salut sama beliau .",positive,alhamdulillah warga perbatasan bisa merasakan buah pembangunan lama menikmati menunggu tahun merdeka sekarang tahun merasakan terima kasih pak jokowi awal memang tidak pernah benci pak jokowi justru salut sama beliau
"berlokasi di daerah ciumbuleuit , agak terpencil . tapi kafe ini sudah cukup lama ada , tadinya hanya berupa halaman rumah yang di sulap menjadi tempat makan terbuka di taman . sederhana dan sunyi , buat mereka yang ingin nongkrong di cafe tanpa keributan / hiruk pikuk dan terlalu banyak orang , di sini tempat nya . makanan cukup oke dan bisa bersama lama .",positive,berlokasi daerah ciumbuleuit agak terpencil tapi kafe cukup lama tadinya hanya berupa halaman rumah sulap menjadi tempat makan terbuka taman sederhana sunyi buat ingin nongkrong cafe tanpa keributan hiruk pikuk terlalu banyak orang sini tempat makanan cukup oke bisa bersama lama
