Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
hati hati berita pilihan kepala daerah berbau hoaks madiun madiun today thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi,0,0,0,0,0,0,0,0,0,0,0,0
anak cocot,1,1,1,0,0,0,0,0,1,1,0,0
ketahuan hoaks fahri makanya kalau ambil berita tuyg pembaruan jangan tong sampah diambil terus screenshoot taunya berita,1,0,1,0,0,0,0,0,1,1,0,0
mantap direct message dekat sama barisan serba guna bang,0,0,0,0,0,0,0,0,0,0,0,0
ternyata lebah tidak suka bunga tapi makan bangkai penasaran madu bagaimana,0,0,0,0,0,0,0,0,0,0,0,0
pantas indonesia mundur segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
nah dongok hacker haha,0,1,0,0,0,0,0,0,0,0,0,0
haha blunder kamu cebong tidak memberi protein energy malnutrition pusat alasan ham kalau rakyat aceh mau kali coba kamu datangi pemerintah suruh buat hukum islam kaffah aceh kalau dewan perwakilan rakyat a,1,1,1,0,0,0,0,0,1,1,0,0
bangsat menyelam bawah balik atas,0,1,0,0,0,0,0,0,0,0,0,0
tak bisa dipancing pancing urusan penistaan bukan hanya berbicara pemahaman fiksi kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
cebong kacung teman dungunya tulang sum jadi jangan buang energi debat sama,1,1,0,1,0,0,0,0,1,0,1,0
pak ai korupsi sapi goblok,1,1,0,1,0,0,0,0,1,0,1,0
sinyal kontol pemeliharaan niat tidak login twitter doang susah bagaimana mau open redtube setan,1,1,0,1,0,0,0,1,0,0,1,0
matanya aku tak mau aku kafir wkwk,0,0,0,0,0,0,0,0,0,0,0,0
jadi ingat facebook anjir lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
kalau aku bakal alah kontol,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani pakai hijab berbicara cebang cebong pernah fantasikan belum uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
tatapannya dialihkan arah enggan menatap pria mencurigakan lagi pula siapa pe sama kali membuat gaduh suasana angie tidak menemukan seorang pria asing tidur sofanya kejadian sepe i tidak terjadi,0,0,0,0,0,0,0,0,0,0,0,0
lahir berkembangnya gerakan komunis indonesia tidak dapat dipisahkan sebuah organisasi bernama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy sama wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
terserah kamu balasnya fokus pekerjaan mengerjakan tugas proyek seni budaya hanya hari setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian proyek makin,0,0,0,0,0,0,0,0,0,0,0,0
tidak bro,0,0,0,0,0,0,0,0,0,0,0,0
kelakuan bodoh masuk kategori perbuatan tidak menyenangkan sontoloyo sangat menganggu persatuan bangsa naif tidak langsung bentuk intimidasi ulama,1,1,1,0,0,0,0,0,1,1,0,0
monyet turun pemukiman warga cibadak sukabumi,0,0,0,0,0,0,0,0,0,0,0,0
kotor tidak masalah penting bahagia warganya cebong mana nge i,1,1,0,1,0,0,0,0,1,0,1,0
mau giveaway taplak meja tapi menang cuma the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0
kebuka satu satu kebusukan kubu anies sandi menang tanpa berkah prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
wkwk bodoh bang,0,1,0,0,0,0,0,0,0,0,0,0
bukan orang bego bro tapi memang b ego,1,1,1,0,0,0,0,0,1,1,0,0
kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora kawasan hutan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
pak mahfud md berpaling allah subhanahu wa taala pemberang bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
orang bego kebanyakan minum makan kotoran onta otak somplak,1,1,1,0,0,0,0,0,1,1,0,0
apa terkuak semuanya jelas sejak awal memang strategi kampanye tim pemenangan anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
lembaga anti korupsi masa lalu bubar sentuh kekuasaan giliran komisi pemberantasan korupsi partai demokrasi indonesia perjuangan pak ai politik penguasa pulang mengotot ingin bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,1,0
justru mas kalau menyudutkan salah satu agama entu malah bahaya pak rocky cerdik bisa menyusun kalimat tepat pantas digunakan inti mau kasih pnge ian fiksi sebenarnya ayolah mas i,0,0,0,0,0,0,0,0,0,0,0,0
pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah tapi tidak sadar asing bisa kabur bawa uang sebanyak tanpa didukung pribumi anjing mustahil asing bisa pribumi hanya diam kalau disogok mental kacung memang,1,1,0,1,0,1,0,0,0,0,1,0
kamu rabun apa budek menulis tidak berbicara,1,1,1,0,0,0,1,0,0,1,0,0
bismillah menahan sepo terkutuk,0,1,0,0,0,0,0,0,0,0,0,0
brahahahaaa cebong ahoker cebong belum cebok,1,1,1,0,0,0,0,0,1,1,0,0
update status tugas selesai tidak kok jancuk sekali jembut,0,1,0,0,0,0,0,0,0,0,0,0
pak walaupun muslim pejabat negara harus be indak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
ikan sembuh sakitnya terselamatkan bagus laik jual harus dipisah diseleksi ikan cacat permanen pemeliharaan lebih lanjut kesehatan ikan,0,0,0,0,0,0,0,0,0,0,0,0
a inya apa pribumi sadari lihat siapa kalian sama sama cina komunis misionaris abaikan twit usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden tuduh rezim anti islam banyak berbuat negeri banyak berbuat umat,1,0,1,0,0,0,0,0,1,1,0,0
manusia bangsat,1,1,1,0,0,0,0,0,1,1,0,0
ingat jangan cina mengenalkan wisata haram indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
bertanya mana prabowo partai keadilan sejahtera bib kan asyik dianggap antek prabowo antek partai keadilan sejahtera hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
persahabatan salah lovren jadi bukti beda suku agama ras bukanlah halangan membina hubungan sesama umat manusia perbedaan justru menjadi warna tersendiri menjalin pe emanan terima kasih lovren salah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
sama lah lae meskipun turun menurun ideologi partai komunis indonesia selalu melekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0
kesal kalau merokok naik motor iyakan kadang pengap kalau ditutup terus macet,0,0,0,0,0,0,0,0,0,0,0,0
meminta maaf kunyuk bro banget rasan sebar hoaks meminta maaf sebar hoaks meminta maaf sapu dulu jera orang,1,1,1,0,0,0,0,0,1,1,0,0
halo warga jaka a wakil kepala dinas penanaman modal dan pelayanan terpadu satu pintu provinsi daerah khusus ibukota jaka a bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jaka a membuka acara junior chamber international jci indonesia nasional event setiamelayanijaka a,0,0,0,0,0,0,0,0,0,0,0,0
selain perkuat jaringan gubernur menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau luar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pandangan tuan guru bajang agama politik,0,0,0,0,0,0,0,0,0,0,0,0
penyedia berengsek,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri meminta khofifah emil dekat masyarakat no bisa bagus,0,0,0,0,0,0,0,0,0,0,0,0
dungu orang mau ganti presiden tidak siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
bokep cewek bispak bandung ngentot crot full,0,1,0,0,0,0,0,0,0,0,0,0
kampret complain raga ditanggapi fuck,1,1,0,1,0,0,0,0,1,0,1,0
kamu kok jablay grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
kerjanya memusuhi dakwah islam bubarkan hati rakyat berhak lengserkan jokowi kodok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
ha katanya saling melengkapi orang buktinya kamu goblok bagaimana,1,1,1,0,0,0,0,0,1,1,0,0
kata salah seorang khalifah rasyidin memerangi orang kafir bersama orang orang munafik orang munafik,0,0,0,0,0,0,0,0,0,0,0,0
suka nete ujian nasional jadi maklumkan,0,1,0,0,0,0,0,0,0,0,0,0
nek lihat match terakhir chelsea harusnya menang mudah manchester united tapi iya embuh chelsea kacrut ki enggak bisa diprediksi,1,1,0,1,0,0,0,0,1,0,1,0
ya kali pak tentara nasional indonesia suruh uruskan sampah plastik,0,0,0,0,0,0,0,0,0,0,0,0
khawatirkan manuver politik kebijakan dilakukan rezim semoga tersebut tidak pernah terjadi negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung polisi serius kitab suci fiksi kata rocky pernyataan salah merasa terhina tunggu bukankah biasa penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
bajingan tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
kok bisa pakai buruh cina kan rakyat sendiri banyak pengangguran dasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
rupiah haneul cute padahal pacarnya perek on retweet,0,1,0,0,0,0,0,0,0,0,0,0
bilangnya anti asing asing tidak taunya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
suriah sekolah radikal rakit bom pulang indonesia jadi tempat pukul amankan,0,0,0,0,0,0,0,0,0,0,0,0
kadang hidup memang tai malah kadang berak orang tapi kamu harus bereskan tainya tangan kamu iya,0,1,0,0,0,0,0,0,0,0,0,0
ih banci selotipan,1,1,1,0,0,0,0,1,0,1,0,0
haha kalah iya orang jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
cinta orde baru pasti meng idola kan prabowo hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
menantang buka dadalah eh menyebut setanlah memang habis kamus melawan kenegarawanan pak joko widodo presiden ri makin stresssssss hati kena strok serangan jantung rakyat indonesia kehilangan badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
belah duren dungu tidak cebong,1,1,1,0,0,0,0,0,1,1,0,0
orang orang yahudi nasrani beri al kitab taurat injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan hati front pembela islam,1,0,0,1,1,0,0,0,0,0,0,1
ahok memang verbalnya keras pelampiasan pelarian kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
sekadar bagikan teman kantor aku kalau pelanggan bercadar langsung awas bom aku hanya menghela nafas,0,0,0,0,0,0,0,0,0,0,0,0
pantat mana ingin menusuk ditusuk bo wa gay berondong massage boy gayjaka a gay yogyakarta gay tangger,0,1,0,0,0,0,0,0,0,0,0,0
diancam dibunuh presiden republik indonesia mas terus mesti lapor dulu penegak hukum tidak bisa be indak ancaman pembunuhan kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
orang nyosor mau meminta nete,0,1,0,0,0,0,0,0,0,0,0,0
ngewe baik,0,1,0,0,0,0,0,0,0,0,0,0
jebur belum bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
partai keadilan sejahtera ulang tahun balai kota rr berbicara mencalonkan presiden balai kota ganti namanya jadi balai politik,0,0,0,0,0,0,0,0,0,0,0,0
pak perlu melanjutkan rencana menyeret pengadilan ham pbb,1,0,1,0,0,0,0,0,1,1,0,0
kebijakan pengembalian barang konsumen dilakukan apabila barang tersebut rusak cacat produksi konsumen merasa kurang puas produk tersebut terhitung selama hari tanggal pembelian haus mini quiz hazid ikutan,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad lebih lengkap dapat diunduh sini,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan atas bumi indonesia harus hapus kan penjajahan ekonomi budaya hasil bumi cina harus basmi negara kesatuan republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
we pipis onta tercecer pantas bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
kalau kejadian di sini mungkin kalian teriak paling lantang pm h pro asing lebih dahulu pas ditawari bantuan asing posko intinya malah mengompori keluarga korban lama pm h hari kelamaan harusnya,0,0,0,0,0,0,0,0,0,0,0,0
berjuang jokowi dilantik tahun gentar takut mata benang leher ujung tombak perut surut langkah bisu suara,0,0,0,0,0,0,0,0,0,0,0,0
monyet,0,1,0,0,0,0,0,0,0,0,0,0
survei metro televisi jokowi menang presiden baru tapi cara menghitungnya bagaimana bisa mengalahkan jangan salah judul maksudnya jokowi menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
cuba lah tegak anime karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habis,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya derau kutai kakak anegara,0,0,0,0,0,0,0,0,0,0,0,0
mau kontaknya retweet sekarang banget kenalan tante jilboobs sange namanya tante dea o,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar sebaliknya bukan ruang akademik pamer siapa paling indah orang punya kekuatan kelemahan bukan hanya soal dirinya egosentris namanya lebih soal kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara sekalian lengserkan jokowi salam tahun,1,0,1,0,0,0,0,0,1,0,0,1
wah hebatnya pak sibuk pencitraan baca,1,0,1,0,0,0,0,0,1,1,0,0
mungkin tidak apa tapi muslim sangat menghinakan iblis betina menista syariat,1,1,1,0,1,0,0,0,0,1,0,0
baby kafir buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia belum merdeka indonesia dijajah orang cina takbir allahu akbar,1,0,0,1,0,1,0,0,0,0,1,0
memang benar kata pengamat politik hanta yudha kalau pasangan calon no tidak kan jawa tengah jawa tengah gayeng tetap jokowi,0,0,0,0,0,0,0,0,0,0,0,0
jongos penista agama ahok sok sok ngong sara majikan penebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
boleh follow beli katolik ikut akun prof menambah wawasan berbangsa terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
kapan bejat cabul balik pengecut onta iya,1,1,1,0,0,0,0,1,0,1,0,0
wibisono pencitraan jokowi disebarkan up media massa pro asing terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0
adian gaya kamu beruk begini kalau supir tembak metromini masuk dewan perwakilan rakyat kamu,1,1,1,0,0,0,0,0,1,1,0,0
km terlalu mainstream mengaa ikan pintar pintar relatif tergantung mau dibawa penge iannya surat pemberitahuan tahunan pintar meng undeeestimate kan orang pintar komen rejim now pintar mangkrakan janji doang sok making,1,0,1,0,0,0,0,0,1,1,0,0
kan memang dongok,0,1,0,0,0,0,0,0,0,0,0,0
ih masak samakan sama sampah,0,0,0,0,0,0,0,0,0,0,0,0
terpukau ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi ibu lina sumedang calon gubernur jabar berantas perebut laki orang meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0
yaelah chat kamu uruskan kelihatan mesum anggota dewan perwakilan rakyat diam nyata selingkuh tahun kalian pura budek bong tidak otaknya,1,1,0,1,0,0,1,1,0,0,1,0
katakan sejak dulu tak takut cina pak i dap tapi bimbang pemahaman dibawa,0,0,0,0,0,0,0,0,0,0,0,0
cermin pecah dirinya berkaca,0,0,0,0,0,0,0,0,0,0,0,0
langsung tag pak ainya berani bera i kamu banci,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel asing kan ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia idealis tetap realistis mempersiapkan kehidupan masa kini tak lupa masa depan diajak bekerja keras diajak beristirahat,0,0,0,0,0,0,0,0,0,0,0,0
kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
agama katolik tidak menyebut katolik nusantara agama kristen protestan tidak menyebut kristen protestan nusantara agama hindu tidak menyebut hindu nusantara agama buddha tidak menyebut buddha nusantara lah kok,0,0,0,0,0,0,0,0,0,0,0,0
berbasis teknologi digital presiden meminta sistem betul betul jalan langsung bisa digunakan ramah pengguna ratas,0,0,0,0,0,0,0,0,0,0,0,0
ah kan perasaanmu menghibur diri mana cebong tidak bahagia presiden cebong punya tol cebong punya lah kamu punya cuma germo,1,1,1,0,0,0,0,0,1,1,0,0
lebih resah jadi presiden hidup penuh drama pencitraan main film televisi joko judulnya,1,0,1,0,0,0,0,0,1,1,0,0
agama kristen darah b san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
buddha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
yahudi bangkai meminta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0,0,1,0
papa minta ketua fraksi rakyat mau setya novanto keluar dewan perwakilan rakyat bukan pecat ketua dewan perwakilan rakyat percuma pecat dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,1,0,0
cina,0,0,0,0,0,0,0,0,0,0,0,0
hoaks kodok biawak meroket sekop bangsat karbitan munafik ganti presiden presidenbaru tenggelamkanjokowikesungaisiak,1,1,0,1,0,1,0,0,0,0,1,0
ribut komunis bla bla mungkin emoh baca baca kalau punya niat agitasi menyerang pemerintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
presiden jokowi berharap skema kerja sama dapat dilakukan pembangunan pembangunan lainnya,0,0,0,0,0,0,0,0,0,0,0,0
pemilihan umum langsung buat memilih presiden dewan perwakilan rakyat calon presiden tidak kucing karung mungkin bisa mekanisme baru lebih oke misal calon presiden ditentukan gubernur berprestasi jadi boleh maju jadi calon presiden hanya jadi gubernur,0,0,0,0,0,0,0,0,0,0,0,0
tidak vital bagaimana kapan inter tidak punya bek kanan bisa jadi pembeda terakhir era maicon ambrosio baru kedatangan cancelo bagusnya bera i kesimpulannya geblek ausilio,1,1,1,0,0,0,0,0,1,1,0,0
namanya agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
contoh meski banyak tudingan dugaan korupsi tapi susilo bambang yudhoyono tidak pernah dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
mencium bau bau pecun,0,1,0,0,0,0,0,0,0,0,0,0
berhenti jadi konsumen wisata haji rumah menipu jadilah produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo laki laki rauf sebuah van kamar gas bergerak dibuatnya mengeksekusi orang orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
caci maki penista agama tapi ternyata ketahuan poligami mengumpet apa mau dibegitukan ogah,1,0,1,0,0,0,0,0,1,1,0,0
bubarkan negara kesatuan republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
ingat baik baik kata royson jokowi kacung mungkin alasan fundamentalnya rezim justru sepe i sengaja masuk debt trap komunis cina menjadi wajib ganti presiden,1,1,1,0,0,1,0,0,0,1,0,0
wkwk mampus aku mau pepet ujian ah,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jaman now anti hoaks bukan menyebar isu tidak pasti ganjar yasin menang ganjar yasin kami ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
azan televisi memanggil allah subhanahu wa taala dungu biadab harus dihentikan acara catut nama tuhan tidak boleh dilanjutkan,1,1,0,1,1,0,0,0,0,0,0,1
semua terdapat kelakuan bani cebong,1,1,0,1,0,0,0,0,1,0,1,0
aku lah baju macam yahudi bertopi siap bas geng semua jubah putih kopiah minyak atar berjanggut dahi belekok bak ahli syurga siap betul out of place mohon aku tak dirajam,0,0,0,0,0,0,0,0,0,0,0,0
ge marah cuma auto daftar hitam kehidupan apa gunanya kalau tidak didaur ulang,0,0,0,0,0,0,0,0,0,0,0,0
anjir apa rasanya bekas silit,0,1,0,0,0,0,0,0,0,0,0,0
cebong makin kepanasan jadi makin ngawur,1,1,1,0,0,0,0,0,1,1,0,0
amin semoga kalian be iga bisa jadi menampilkan terbaik menyumbangan medali buat sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
jangan terlalu banyak membingkai bangkai cukup menjadikannya pelajaran hidup semakin baik masa datang,0,0,0,0,0,0,0,0,0,0,0,0
edan aku pemula menangis lihatnya ya ampun kakak kamu r sedikit banget,0,1,0,0,0,0,0,0,0,0,0,0
nah kalau partai komunis indonesia alias pak ai korupsi indonesia perlu diganyang tidak,1,0,0,1,0,0,0,0,1,0,1,0
perempuan kamu mending mati deh jelek enggak usah sok jadi make up a ist,1,1,1,0,0,0,1,0,0,1,0,0
dijual jablay,0,1,0,0,0,0,0,0,0,0,0,0
bijak cuma petugas jajaran kereta listrik doang penumpang cuma pengikut doang menyuruh orang menge i sendirinya tidak mau menge i kebutuhan banyak orang kan bangkai,0,1,0,0,0,0,0,0,0,0,0,0
sepertinya titit sambung terus pakai accessoris,0,1,0,0,0,0,0,0,0,0,0,0
mata pas kecil sipit sekarang malah tidak aneh banget,0,0,0,0,0,0,0,0,0,0,0,0
kok ingat aku buat banci gigih natural killer kira,0,1,0,0,0,0,0,0,0,0,0,0
mewaspadai cina komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
banci kampungan heeee,1,1,1,0,0,0,0,1,0,1,0,0
gembel ganteng tidak perlu dikasihani banyak mencintainya asyik asyik hebat,0,1,0,0,0,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
setia usaha agung pas datuk takiyuddin hasan sahkan pihak cuba pinda perlembagaan pak i sepe i dikatakan presiden pak i,0,0,0,0,0,0,0,0,0,0,0,0
memangnya aku najis,0,1,0,0,0,0,0,0,0,0,0,0
sastra e karl mark pentolan komunis rusia,0,0,0,0,0,0,0,0,0,0,0,0
otak kayaknya benar benar bool deh mes terus tiap harinya makan silit jadinya,0,1,0,0,0,0,0,0,0,0,0,0
ganti rezim kacung lah cebong kalau ditanya,1,1,0,1,0,0,0,0,1,0,1,0
cina apa hak kamu melarang,1,0,0,1,0,1,0,0,0,0,1,0
hebat bicara cinta pegang alquran pegangan hidup alquran tak bicara cinta tapi perang bunuh penggal,1,0,0,1,1,0,0,0,0,0,1,0
kelamaan jomlo jablay,0,1,0,0,0,0,0,0,0,0,0,0
perjaka kok jual sok an mau booking tante idiot anjir,1,1,1,0,0,0,1,1,0,1,0,0
rev jangan pilih ulama dekat kafir munafik,1,1,1,0,1,0,0,0,0,1,0,0
buat menjaga kebersihan lingkungan orang belum melek sama kewajibannya asal buang sampah berbicara kan petugas kebersihannya,0,0,0,0,0,0,0,0,0,0,0,0
sejuk gila kantor kulit buaya apa,0,0,0,0,0,0,0,0,0,0,0,0
ooo macam itu biasalah kena seimbang baik nakal kucing anjing abang dark side bright side tak chill tak sosial lah kalai tak ada pelengkap haha k bang selamat maju jaya terjawab persoalan terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
segala permasalahan hanya satu solusi ganti presiden tidak berdampak signifikan sekurang mengobati mencegah penyakit be ambah parah,1,0,1,0,0,0,0,0,1,1,0,0
gampang kak kamu buka handphone buka browser ketik budaya palembang silakan menikmati pembelajaran gratis,0,0,0,0,0,0,0,0,0,0,0,0
segerombol onta mengakui membela umat tapi semata kepentingan politik praktis tuan guru bajang jauh lebih demokratis mementingkan umat berpikiran modern salut untukmu tuan guru bajang,0,0,0,0,0,0,0,0,0,0,0,0
